timestamp,snapshotDate,productId,productName,category,unitPrice,currentInventory,physicalInventory,historicalSales,salesVelocity7d,salesVelocity30d,inventoryAdjustments,replenishmentDelay,exceptionFrequency,shrinkageIndicator,reorderPoint,safetyStock,isAnomalyLabel,stockoutWithinNext7Days,stockoutOccurred,velocityRatio,velocityAcceleration,leadTimeDemand,daysOfSupply,stockToRopRatio,netAvailableBuffer,safetyStockRatio,businessImpactScore,discrepancyMagnitude
2026-02-10 00:00:00,2026-02-10,171,Premium Arabica Coffee 250g (Batch 21),Packaged Foods,414.73,26,0,11.2,12.7,11.6,-8,6,7,0.1626,98,29,1,1,1,1.095,0.095,76.2,2.05,0.265,-50.2,0.897,5267.07,26
2026-02-10 03:00:00,2026-02-10,172,Organic Rolled Oats 1kg (Batch 21),Packaged Foods,215.88,332,332,15.5,15.5,14.4,0,9,1,0.0488,165,36,0,0,0,1.076,0.076,139.5,21.42,2.012,192.5,9.222,3346.14,0
2026-02-10 06:00:00,2026-02-10,173,Dark Chocolate Bar 70% (Batch 21),Snacks & Confectionery,150.15,39,39,14.6,12.7,14.4,0,6,0,0.0915,122,36,0,1,1,0.882,-0.118,76.2,3.07,0.32,-37.2,1.083,1906.9,0
2026-02-10 09:00:00,2026-02-10,174,Almond Granola Bites (Batch 21),Snacks & Confectionery,257.24,82,82,7.1,6.1,7.5,0,1,3,0.0254,25,18,0,0,0,0.813,-0.187,6.1,13.44,3.28,75.9,4.556,1569.16,0
2026-02-10 12:00:00,2026-02-10,175,Antibacterial Hand Wash 500ml (Batch 21),Personal Care,134.43,454,454,14.5,12.6,15.0,0,7,2,0.0401,142,37,0,0,0,0.84,-0.16,88.2,36.03,3.197,365.8,12.27,1693.82,0
2026-02-10 15:00:00,2026-02-10,176,Hydrating Shampoo 400ml (Batch 21),Personal Care,350.8,142,142,7.0,16.6,7.4,0,8,2,0.0102,77,18,0,0,0,2.243,1.243,132.8,8.55,1.844,9.2,7.889,5823.28,0
2026-02-10 18:00:00,2026-02-10,177,Biodegradable Dish Soap 1L (Batch 21),Household & Cleaning,195.35,185,185,15.8,17.9,16.7,0,3,0,0.1487,91,41,0,0,0,1.072,0.072,53.7,10.34,2.033,131.3,4.512,3496.76,0
2026-02-10 21:00:00,2026-02-10,178,Microfiber Cleaning Cloths 4-Pack (Batch 21),Household & Cleaning,191.68,42,42,10.9,11.2,10.4,0,6,2,0.0835,88,26,0,1,1,1.077,0.077,67.2,3.75,0.477,-25.2,1.615,2146.82,0
2026-02-11 00:00:00,2026-02-11,179,USB-C Fast Charging Cable 2m (Batch 21),Electronics & Accessories,401.97,599,599,19.4,22.3,21.1,-2,8,5,0.005,220,52,0,0,0,1.057,0.057,178.4,26.86,2.723,420.6,11.519,8963.93,0
2026-02-11 03:00:00,2026-02-11,180,Wireless Optical Mouse (Batch 21),Electronics & Accessories,791.94,19,2,8.2,8.6,8.8,-12,17,9,0.3206,171,22,1,1,1,0.977,-0.023,146.2,2.21,0.111,-127.2,0.864,6810.68,17
2026-02-11 06:00:00,2026-02-11,181,Organic Whole Milk 1L (Batch 22),Dairy & Fresh,63.2,67,67,14.4,15.7,13.9,0,3,1,0.0412,75,34,0,1,1,1.129,0.129,47.1,4.27,0.893,19.9,1.971,992.24,0
2026-02-11 09:00:00,2026-02-11,182,Greek Yogurt 400g (Batch 22),Dairy & Fresh,133.86,262,262,18.9,40.5,19.3,3,5,0,0.0581,144,48,0,1,1,2.098,1.098,202.5,6.47,1.819,59.5,5.458,5421.33,0
2026-02-11 12:00:00,2026-02-11,183,Artisan Sourdough Bread (Batch 22),Bakery,95.26,2,2,15.8,16.0,15.8,3,1,3,0.0458,54,39,0,1,1,1.013,0.013,16.0,0.12,0.037,-14.0,0.051,1524.16,0
2026-02-11 15:00:00,2026-02-11,184,Sparkling Spring Water 500ml (Batch 22),Beverages,37.72,52,52,29.9,27.5,31.7,3,1,0,0.0265,110,79,0,1,1,0.868,-0.132,27.5,1.89,0.473,24.5,0.658,1037.3,0
2026-02-11 18:00:00,2026-02-11,185,Cold Pressed Orange Juice 1L (Batch 22),Beverages,162.7,391,391,19.3,20.7,21.1,0,7,1,0.0833,199,52,0,0,0,0.981,-0.019,144.9,18.89,1.965,246.1,7.519,3367.89,0
2026-02-11 21:00:00,2026-02-11,186,Premium Arabica Coffee 250g (Batch 22),Packaged Foods,500.24,31,31,4.1,6.5,4.1,0,14,1,0.069,67,10,0,1,1,1.585,0.585,91.0,4.77,0.463,-60.0,3.1,3251.56,0
2026-02-12 00:00:00,2026-02-12,187,Organic Rolled Oats 1kg (Batch 22),Packaged Foods,210.1,429,429,16.9,18.3,16.5,0,11,4,0.0697,222,41,0,0,0,1.109,0.109,201.3,23.44,1.932,227.7,10.463,3844.83,0
2026-02-12 03:00:00,2026-02-12,188,Dark Chocolate Bar 70% (Batch 22),Snacks & Confectionery,162.69,49,49,22.2,19.0,22.4,0,1,1,0.0326,78,56,0,1,1,0.848,-0.152,19.0,2.58,0.628,30.0,0.875,3091.11,0
2026-02-12 06:00:00,2026-02-12,189,Almond Granola Bites (Batch 22),Snacks & Confectionery,252.13,226,226,7.8,7.8,8.6,0,6,2,0.0163,72,21,0,0,0,0.907,-0.093,46.8,28.97,3.139,179.2,10.762,1966.61,0
2026-02-12 09:00:00,2026-02-12,190,Antibacterial Hand Wash 500ml (Batch 22),Personal Care,144.38,22,22,11.7,11.3,11.5,0,8,1,0.0386,120,28,0,1,1,0.983,-0.017,90.4,1.95,0.183,-68.4,0.786,1631.49,0
2026-02-12 12:00:00,2026-02-12,191,Hydrating Shampoo 400ml (Batch 22),Personal Care,357.03,116,116,9.4,11.4,8.5,0,9,0,0.0709,97,21,0,0,0,1.341,0.341,102.6,10.18,1.196,13.4,5.524,4070.14,0
2026-02-12 15:00:00,2026-02-12,192,Biodegradable Dish Soap 1L (Batch 22),Household & Cleaning,210.97,271,271,6.6,6.2,6.0,0,11,0,0.0251,81,15,0,0,0,1.033,0.033,68.2,43.71,3.346,202.8,18.067,1308.01,0
2026-02-12 18:00:00,2026-02-12,193,Microfiber Cleaning Cloths 4-Pack (Batch 22),Household & Cleaning,163.37,23,23,9.6,12.9,9.9,0,9,1,0.0367,113,24,0,1,1,1.303,0.303,116.1,1.78,0.204,-93.1,0.958,2107.47,0
2026-02-12 21:00:00,2026-02-12,194,USB-C Fast Charging Cable 2m (Batch 22),Electronics & Accessories,389.51,325,325,17.4,17.1,17.2,0,8,1,0.0224,180,43,0,0,0,0.994,-0.006,136.8,19.01,1.806,188.2,7.558,6660.62,0
2026-02-13 00:00:00,2026-02-13,195,Wireless Optical Mouse (Batch 22),Electronics & Accessories,735.55,8,1,3.0,2.7,3.2,-16,14,6,0.2424,52,8,1,1,1,0.844,-0.156,37.8,2.96,0.154,-29.8,1.0,1985.98,7
2026-02-13 03:00:00,2026-02-13,196,Organic Whole Milk 1L (Batch 23),Dairy & Fresh,59.73,449,449,30.6,32.7,30.8,-25,11,3,0.0359,415,77,1,0,0,1.062,0.062,359.7,13.73,1.082,89.3,5.831,1953.17,0
2026-02-13 06:00:00,2026-02-13,197,Greek Yogurt 400g (Batch 23),Dairy & Fresh,128.12,52,52,14.5,13.0,13.2,0,4,4,0.0145,85,33,0,1,1,0.985,-0.015,52.0,4.0,0.612,0.0,1.576,1665.56,0
2026-02-13 09:00:00,2026-02-13,198,Artisan Sourdough Bread (Batch 23),Bakery,85.75,4,4,13.4,14.9,12.5,0,2,1,0.0061,56,31,0,1,1,1.192,0.192,29.8,0.27,0.071,-25.8,0.129,1277.68,0
2026-02-13 12:00:00,2026-02-13,199,Sparkling Spring Water 500ml (Batch 23),Beverages,42.6,170,170,29.8,36.3,27.1,0,4,1,0.0748,175,67,0,1,1,1.339,0.339,145.2,4.68,0.971,24.8,2.537,1546.38,0
2026-02-13 15:00:00,2026-02-13,200,Cold Pressed Orange Juice 1L (Batch 23),Beverages,193.79,271,271,9.8,9.2,9.8,0,5,5,0.0106,73,24,0,0,0,0.939,-0.061,46.0,29.46,3.712,225.0,11.292,1782.87,0
2026-02-13 18:00:00,2026-02-13,201,Premium Arabica Coffee 250g (Batch 23),Packaged Foods,423.25,185,185,8.4,9.6,8.4,0,12,1,0.005,121,21,0,0,0,1.143,0.143,115.2,19.27,1.529,69.8,8.809,4063.2,0
2026-02-13 21:00:00,2026-02-13,202,Organic Rolled Oats 1kg (Batch 23),Packaged Foods,214.02,18,18,13.4,16.1,14.7,0,3,1,0.1167,80,36,0,1,1,1.095,0.095,48.3,1.12,0.225,-30.3,0.5,3445.72,0
2026-02-14 00:00:00,2026-02-14,203,Dark Chocolate Bar 70% (Batch 23),Snacks & Confectionery,164.25,28,28,23.4,21.4,24.1,0,3,1,0.1024,132,60,0,1,1,0.888,-0.112,64.2,1.31,0.212,-36.2,0.467,3514.95,0
2026-02-14 03:00:00,2026-02-14,204,Almond Granola Bites (Batch 23),Snacks & Confectionery,223.85,118,118,7.9,8.7,7.8,0,6,2,0.1451,65,19,0,0,0,1.115,0.115,52.2,13.56,1.815,65.8,6.21,1947.5,0
2026-02-14 06:00:00,2026-02-14,205,Antibacterial Hand Wash 500ml (Batch 23),Personal Care,139.47,42,42,14.2,13.6,15.1,0,3,0,0.0905,82,37,0,1,1,0.901,-0.099,40.8,3.09,0.512,1.2,1.135,1896.79,0
2026-02-14 09:00:00,2026-02-14,206,Hydrating Shampoo 400ml (Batch 23),Personal Care,291.3,151,151,14.4,15.0,13.0,0,8,3,0.07,136,32,0,0,0,1.154,0.154,120.0,10.07,1.11,31.0,4.719,4369.5,0
2026-02-14 12:00:00,2026-02-14,207,Biodegradable Dish Soap 1L (Batch 23),Household & Cleaning,197.59,267,267,13.9,15.2,13.2,-15,10,4,0.0518,165,33,1,0,0,1.152,0.152,152.0,17.57,1.618,115.0,8.091,3003.37,0
2026-02-14 15:00:00,2026-02-14,208,Microfiber Cleaning Cloths 4-Pack (Batch 23),Household & Cleaning,194.84,208,208,11.0,11.7,10.1,0,10,2,0.0527,126,25,0,0,0,1.158,0.158,117.0,17.78,1.651,91.0,8.32,2279.63,0
2026-02-14 18:00:00,2026-02-14,209,USB-C Fast Charging Cable 2m (Batch 23),Electronics & Accessories,443.79,176,29,9.4,11.8,9.0,-11,14,9,0.1615,148,22,1,1,1,1.311,0.311,165.2,14.92,1.189,10.8,8.0,5236.72,147
2026-02-14 21:00:00,2026-02-14,210,Wireless Optical Mouse (Batch 23),Electronics & Accessories,829.46,33,33,4.3,4.6,4.5,0,8,3,0.0809,47,11,0,0,0,1.022,0.022,36.8,7.17,0.702,-3.8,3.0,3815.52,0
2026-02-15 00:00:00,2026-02-15,211,Organic Whole Milk 1L (Batch 24),Dairy & Fresh,66.16,167,167,22.2,22.5,20.1,0,2,4,0.0319,90,50,0,0,0,1.119,0.119,45.0,7.42,1.856,122.0,3.34,1488.6,0
2026-02-15 03:00:00,2026-02-15,212,Greek Yogurt 400g (Batch 24),Dairy & Fresh,113.97,135,135,7.2,7.1,6.7,0,8,2,0.0644,69,16,0,0,0,1.06,0.06,56.8,19.01,1.957,78.2,8.437,809.19,0
2026-02-15 06:00:00,2026-02-15,213,Artisan Sourdough Bread (Batch 24),Bakery,105.25,65,65,12.9,13.3,11.9,0,4,3,0.0233,76,29,0,1,1,1.118,0.118,53.2,4.89,0.855,11.8,2.241,1399.82,0
2026-02-15 09:00:00,2026-02-15,214,Sparkling Spring Water 500ml (Batch 24),Beverages,42.87,312,312,36.1,40.8,34.8,-41,3,6,0.0523,191,87,1,0,0,1.172,0.172,122.4,7.65,1.634,189.6,3.586,1749.1,0
2026-02-15 12:00:00,2026-02-15,215,Cold Pressed Orange Juice 1L (Batch 24),Beverages,174.56,190,190,14.5,16.4,15.8,0,3,1,0.0506,86,39,0,0,0,1.038,0.038,49.2,11.59,2.209,140.8,4.872,2862.78,0
2026-02-15 15:00:00,2026-02-15,216,Premium Arabica Coffee 250g (Batch 24),Packaged Foods,483.7,95,95,11.9,10.8,12.7,0,13,1,0.1758,196,31,0,0,0,0.85,-0.15,140.4,8.8,0.485,-45.4,3.065,5223.96,0
2026-02-15 18:00:00,2026-02-15,217,Organic Rolled Oats 1kg (Batch 24),Packaged Foods,210.85,76,76,10.6,10.1,10.6,0,9,1,0.0165,121,26,0,0,0,0.953,-0.047,90.9,7.52,0.628,-14.9,2.923,2129.58,0
2026-02-15 21:00:00,2026-02-15,218,Dark Chocolate Bar 70% (Batch 24),Snacks & Confectionery,170.76,131,131,31.6,36.2,32.7,0,5,3,0.0478,244,81,0,1,1,1.107,0.107,181.0,3.62,0.537,-50.0,1.617,6181.51,0
2026-02-16 00:00:00,2026-02-16,219,Almond Granola Bites (Batch 24),Snacks & Confectionery,268.07,58,58,9.5,9.4,9.5,-23,4,5,0.0993,61,23,1,1,1,0.989,-0.011,37.6,6.17,0.951,20.4,2.522,2519.86,0
2026-02-16 03:00:00,2026-02-16,220,Antibacterial Hand Wash 500ml (Batch 24),Personal Care,147.74,22,22,7.8,7.7,7.7,0,11,1,0.033,103,19,0,1,1,1.0,0.0,84.7,2.86,0.214,-62.7,1.158,1137.6,0
2026-02-16 06:00:00,2026-02-16,221,Hydrating Shampoo 400ml (Batch 24),Personal Care,312.43,143,143,7.4,7.7,8.1,0,7,0,0.0478,76,20,0,0,0,0.951,-0.049,53.9,18.57,1.882,89.1,7.15,2405.71,0
2026-02-16 09:00:00,2026-02-16,222,Biodegradable Dish Soap 1L (Batch 24),Household & Cleaning,211.87,25,25,12.2,11.6,13.0,0,5,1,0.0122,97,32,0,1,1,0.892,-0.108,58.0,2.16,0.258,-33.0,0.781,2457.69,0
2026-02-16 12:00:00,2026-02-16,223,Microfiber Cleaning Cloths 4-Pack (Batch 24),Household & Cleaning,165.78,29,29,8.1,7.7,8.1,0,9,1,0.0206,92,20,0,1,1,0.951,-0.049,69.3,3.77,0.315,-40.3,1.45,1276.51,0
2026-02-16 15:00:00,2026-02-16,224,USB-C Fast Charging Cable 2m (Batch 24),Electronics & Accessories,369.97,217,38,10.1,9.0,10.1,-12,12,8,0.2476,146,25,1,1,1,0.891,-0.109,108.0,24.11,1.486,109.0,8.68,3329.73,179
2026-02-16 18:00:00,2026-02-16,225,Wireless Optical Mouse (Batch 24),Electronics & Accessories,735.15,99,99,6.8,7.7,6.2,0,17,3,0.007,120,15,0,0,0,1.242,0.242,130.9,12.86,0.825,-31.9,6.6,5660.66,0
2026-02-16 21:00:00,2026-02-16,226,Organic Whole Milk 1L (Batch 25),Dairy & Fresh,65.9,354,354,30.1,25.7,30.1,0,4,0,0.0233,195,75,0,0,0,0.854,-0.146,102.8,13.77,1.815,251.2,4.72,1693.63,0
2026-02-17 00:00:00,2026-02-17,227,Greek Yogurt 400g (Batch 25),Dairy & Fresh,121.44,10,10,10.4,10.7,10.7,0,1,1,0.0807,36,26,0,1,1,1.0,0.0,10.7,0.93,0.278,-0.7,0.385,1299.41,0
2026-02-17 03:00:00,2026-02-17,228,Artisan Sourdough Bread (Batch 25),Bakery,97.31,127,127,19.0,18.1,18.7,0,2,0,0.0087,83,46,0,0,0,0.968,-0.032,36.2,7.02,1.53,90.8,2.761,1761.31,0
2026-02-17 06:00:00,2026-02-17,229,Sparkling Spring Water 500ml (Batch 25),Beverages,45.5,200,200,15.2,15.8,15.3,0,4,4,0.0839,99,38,0,0,0,1.033,0.033,63.2,12.66,2.02,136.8,5.263,718.9,0
2026-02-17 09:00:00,2026-02-17,230,Cold Pressed Orange Juice 1L (Batch 25),Beverages,203.9,58,58,12.7,11.8,13.0,-22,2,6,0.0142,58,32,1,1,1,0.908,-0.092,23.6,4.92,1.0,34.4,1.812,2406.02,0
2026-02-17 12:00:00,2026-02-17,231,Premium Arabica Coffee 250g (Batch 25),Packaged Foods,446.5,162,162,12.2,13.3,11.3,0,5,0,0.1165,84,28,0,0,0,1.177,0.177,66.5,12.18,1.929,95.5,5.786,5938.45,0
2026-02-17 15:00:00,2026-02-17,232,Organic Rolled Oats 1kg (Batch 25),Packaged Foods,197.74,122,122,18.2,15.7,16.5,-2,8,3,0.0279,173,41,0,0,0,0.952,-0.048,125.6,7.77,0.705,-3.6,2.976,3104.52,0
2026-02-17 18:00:00,2026-02-17,233,Dark Chocolate Bar 70% (Batch 25),Snacks & Confectionery,174.57,238,238,22.8,21.6,20.9,0,3,2,0.0297,114,52,0,0,0,1.033,0.033,64.8,11.02,2.088,173.2,4.577,3770.71,0
2026-02-17 21:00:00,2026-02-17,234,Almond Granola Bites (Batch 25),Snacks & Confectionery,267.5,352,352,8.3,16.0,7.8,0,9,2,0.0262,89,19,0,0,0,2.051,1.051,144.0,22.0,3.955,208.0,18.526,4280.0,0
2026-02-18 00:00:00,2026-02-18,235,Antibacterial Hand Wash 500ml (Batch 25),Personal Care,135.56,396,396,22.3,22.7,22.8,0,6,0,0.0297,193,57,0,0,0,0.996,-0.004,136.2,17.44,2.052,259.8,6.947,3077.21,0
2026-02-18 03:00:00,2026-02-18,236,Hydrating Shampoo 400ml (Batch 25),Personal Care,362.33,179,179,14.4,13.5,14.7,0,9,4,0.1427,168,36,0,0,0,0.918,-0.082,121.5,13.26,1.065,57.5,4.972,4891.46,0
2026-02-18 06:00:00,2026-02-18,237,Biodegradable Dish Soap 1L (Batch 25),Household & Cleaning,218.15,10,10,13.5,15.3,13.3,0,7,0,0.1194,126,33,0,1,1,1.15,0.15,107.1,0.65,0.079,-97.1,0.303,3337.7,0
2026-02-18 09:00:00,2026-02-18,238,Microfiber Cleaning Cloths 4-Pack (Batch 25),Household & Cleaning,170.47,14,14,5.5,5.9,5.5,-10,6,1,0.1526,46,13,0,1,1,1.073,0.073,35.4,2.37,0.304,-21.4,1.077,1005.77,0
2026-02-18 12:00:00,2026-02-18,239,USB-C Fast Charging Cable 2m (Batch 25),Electronics & Accessories,421.59,129,129,8.4,12.6,9.2,0,8,1,0.0615,96,23,0,0,0,1.37,0.37,100.8,10.24,1.344,28.2,5.609,5312.03,0
2026-02-18 15:00:00,2026-02-18,240,Wireless Optical Mouse (Batch 25),Electronics & Accessories,889.36,152,152,8.4,9.1,8.4,0,11,2,0.1272,113,21,0,0,0,1.083,0.083,100.1,16.7,1.345,51.9,7.238,8093.18,0
2026-02-18 18:00:00,2026-02-18,241,Organic Whole Milk 1L (Batch 26),Dairy & Fresh,61.47,390,390,35.8,34.8,37.2,0,4,0,0.0181,241,93,0,0,0,0.935,-0.065,139.2,11.21,1.618,250.8,4.194,2139.16,0
2026-02-18 21:00:00,2026-02-18,242,Greek Yogurt 400g (Batch 26),Dairy & Fresh,114.07,114,114,24.9,22.8,22.4,3,5,1,0.0992,168,56,0,1,1,1.018,0.018,114.0,5.0,0.679,0.0,2.036,2600.8,0
2026-02-19 00:00:00,2026-02-19,243,Artisan Sourdough Bread (Batch 26),Bakery,92.42,53,53,18.0,19.4,16.7,0,5,2,0.0336,124,41,0,1,1,1.162,0.162,97.0,2.73,0.427,-44.0,1.293,1792.95,0
2026-02-19 03:00:00,2026-02-19,244,Sparkling Spring Water 500ml (Batch 26),Beverages,41.07,341,341,44.8,44.4,48.1,-2,6,0,0.166,408,120,0,0,0,0.923,-0.077,266.4,7.68,0.836,74.6,2.842,1823.51,0
2026-02-19 06:00:00,2026-02-19,245,Cold Pressed Orange Juice 1L (Batch 26),Beverages,177.28,38,38,6.1,11.6,6.4,3,2,0,0.0317,28,16,0,1,1,1.812,0.812,23.2,3.28,1.357,14.8,2.375,2056.45,0
2026-02-19 09:00:00,2026-02-19,246,Premium Arabica Coffee 250g (Batch 26),Packaged Foods,448.57,7,7,8.8,7.7,9.5,0,5,2,0.0293,70,23,0,1,1,0.811,-0.189,38.5,0.91,0.1,-31.5,0.304,3453.99,0
2026-02-19 12:00:00,2026-02-19,247,Organic Rolled Oats 1kg (Batch 26),Packaged Foods,189.3,39,39,17.5,15.3,16.2,0,6,1,0.1972,137,40,0,1,1,0.944,-0.056,91.8,2.55,0.285,-52.8,0.975,2896.29,0
2026-02-19 15:00:00,2026-02-19,248,Dark Chocolate Bar 70% (Batch 26),Snacks & Confectionery,180.18,30,30,21.9,20.7,21.2,0,3,2,0.1106,116,53,0,1,1,0.976,-0.024,62.1,1.45,0.259,-32.1,0.566,3729.73,0
2026-02-19 18:00:00,2026-02-19,249,Almond Granola Bites (Batch 26),Snacks & Confectionery,269.49,159,159,9.9,9.0,9.7,0,7,0,0.0283,91,24,0,0,0,0.928,-0.072,63.0,17.67,1.747,96.0,6.625,2425.41,0
2026-02-19 21:00:00,2026-02-19,250,Antibacterial Hand Wash 500ml (Batch 26),Personal Care,154.44,226,226,16.9,25.0,16.0,-34,7,7,0.0863,152,40,1,0,0,1.562,0.562,175.0,9.04,1.487,51.0,5.65,3861.0,0
2026-02-20 00:00:00,2026-02-20,251,Hydrating Shampoo 400ml (Batch 26),Personal Care,326.76,80,7,9.4,10.3,8.5,-19,2,8,0.1253,38,21,1,1,1,1.212,0.212,20.6,7.77,2.105,59.4,3.81,3365.63,73
2026-02-20 03:00:00,2026-02-20,252,Biodegradable Dish Soap 1L (Batch 26),Household & Cleaning,177.34,12,12,15.5,19.5,16.1,0,4,1,0.0075,104,40,0,1,1,1.211,0.211,78.0,0.62,0.115,-66.0,0.3,3458.13,0
2026-02-20 06:00:00,2026-02-20,253,Microfiber Cleaning Cloths 4-Pack (Batch 26),Household & Cleaning,174.32,133,133,5.8,5.6,5.9,0,12,1,0.0623,84,14,0,0,0,0.949,-0.051,67.2,23.75,1.583,65.8,9.5,976.19,0
2026-02-20 09:00:00,2026-02-20,254,USB-C Fast Charging Cable 2m (Batch 26),Electronics & Accessories,432.05,457,457,14.5,12.8,15.3,0,7,2,0.0858,145,38,0,0,0,0.837,-0.163,89.6,35.7,3.152,367.4,12.026,5530.24,0
2026-02-20 12:00:00,2026-02-20,255,Wireless Optical Mouse (Batch 26),Electronics & Accessories,808.58,213,213,7.2,7.6,7.3,-34,11,6,0.0884,98,18,1,0,0,1.041,0.041,83.6,28.03,2.173,129.4,11.833,6145.21,0
2026-02-20 15:00:00,2026-02-20,256,Organic Whole Milk 1L (Batch 27),Dairy & Fresh,64.48,79,79,29.8,28.2,31.8,0,3,4,0.1041,174,79,0,1,1,0.887,-0.113,84.6,2.8,0.454,-5.6,1.0,1818.34,0
2026-02-20 18:00:00,2026-02-20,257,Greek Yogurt 400g (Batch 27),Dairy & Fresh,131.87,176,176,16.9,17.8,16.2,0,5,5,0.079,121,40,0,0,0,1.099,0.099,89.0,9.89,1.455,87.0,4.4,2347.29,0
2026-02-20 21:00:00,2026-02-20,258,Artisan Sourdough Bread (Batch 27),Bakery,102.37,136,136,19.1,18.7,18.9,0,1,1,0.005,65,47,0,0,0,0.989,-0.011,18.7,7.27,2.092,117.3,2.894,1914.32,0
2026-02-21 00:00:00,2026-02-21,259,Sparkling Spring Water 500ml (Batch 27),Beverages,42.28,100,100,25.3,25.1,24.2,0,4,4,0.1017,156,60,0,1,1,1.037,0.037,100.4,3.98,0.641,-0.4,1.667,1061.23,0
2026-02-21 03:00:00,2026-02-21,260,Cold Pressed Orange Juice 1L (Batch 27),Beverages,174.29,2,2,12.1,11.0,13.1,-22,2,5,0.0509,58,32,1,1,1,0.84,-0.16,22.0,0.18,0.034,-20.0,0.062,1917.19,0
2026-02-21 06:00:00,2026-02-21,261,Premium Arabica Coffee 250g (Batch 27),Packaged Foods,411.01,21,21,6.2,7.0,6.2,0,5,4,0.008,46,15,0,1,1,1.129,0.129,35.0,3.0,0.457,-14.0,1.4,2877.07,0
2026-02-21 09:00:00,2026-02-21,262,Organic Rolled Oats 1kg (Batch 27),Packaged Foods,227.39,91,91,18.0,19.0,16.2,0,4,0,0.0616,104,40,0,1,1,1.173,0.173,76.0,4.79,0.875,15.0,2.275,4320.41,0
2026-02-21 12:00:00,2026-02-21,263,Dark Chocolate Bar 70% (Batch 27),Snacks & Confectionery,178.03,242,242,12.1,10.7,11.9,0,7,0,0.0397,112,29,0,0,0,0.899,-0.101,74.9,22.62,2.161,167.1,8.345,1904.92,0
2026-02-21 15:00:00,2026-02-21,264,Almond Granola Bites (Batch 27),Snacks & Confectionery,249.47,13,13,7.6,6.8,7.2,0,5,2,0.0428,54,18,0,1,1,0.944,-0.056,34.0,1.91,0.241,-21.0,0.722,1696.4,0
2026-02-21 18:00:00,2026-02-21,265,Antibacterial Hand Wash 500ml (Batch 27),Personal Care,153.49,195,195,8.5,9.4,9.3,0,9,1,0.0631,106,23,0,0,0,1.011,0.011,84.6,20.74,1.84,110.4,8.478,1442.81,0
2026-02-21 21:00:00,2026-02-21,266,Hydrating Shampoo 400ml (Batch 27),Personal Care,343.58,196,196,5.4,5.1,5.7,0,8,2,0.1421,59,14,0,0,0,0.895,-0.105,40.8,38.43,3.322,155.2,14.0,1752.26,0
2026-02-22 00:00:00,2026-02-22,267,Biodegradable Dish Soap 1L (Batch 27),Household & Cleaning,201.79,162,162,14.0,12.5,14.2,0,5,0,0.032,106,35,0,0,0,0.88,-0.12,62.5,12.96,1.528,99.5,4.629,2522.38,0
2026-02-22 03:00:00,2026-02-22,268,Microfiber Cleaning Cloths 4-Pack (Batch 27),Household & Cleaning,187.88,197,197,5.6,8.2,5.3,0,11,3,0.022,71,13,0,0,0,1.547,0.547,90.2,24.02,2.775,106.8,15.154,1540.62,0
2026-02-22 06:00:00,2026-02-22,269,USB-C Fast Charging Cable 2m (Batch 27),Electronics & Accessories,398.69,246,246,11.6,13.1,11.4,0,12,0,0.0136,164,28,0,0,0,1.149,0.149,157.2,18.78,1.5,88.8,8.786,5222.84,0
2026-02-22 09:00:00,2026-02-22,270,Wireless Optical Mouse (Batch 27),Electronics & Accessories,789.03,59,59,6.8,6.7,6.2,0,6,3,0.0567,52,15,0,0,0,1.081,0.081,40.2,8.81,1.135,18.8,3.933,5286.5,0
2026-02-22 12:00:00,2026-02-22,271,Organic Whole Milk 1L (Batch 28),Dairy & Fresh,63.65,187,187,27.2,23.5,25.1,3,2,0,0.0148,112,62,0,0,0,0.936,-0.064,47.0,7.96,1.67,140.0,3.016,1495.78,0
2026-02-22 15:00:00,2026-02-22,272,Greek Yogurt 400g (Batch 28),Dairy & Fresh,122.87,154,27,16.0,15.2,17.2,-8,4,6,0.2663,111,43,1,1,1,0.884,-0.116,60.8,10.13,1.387,93.2,3.581,1867.62,127
2026-02-22 18:00:00,2026-02-22,273,Artisan Sourdough Bread (Batch 28),Bakery,107.77,167,167,16.7,18.3,17.7,0,1,0,0.157,61,44,0,0,0,1.034,0.034,18.3,9.13,2.738,148.7,3.795,1972.19,0
2026-02-22 21:00:00,2026-02-22,274,Sparkling Spring Water 500ml (Batch 28),Beverages,40.58,342,342,21.1,18.9,22.0,0,5,1,0.0752,165,55,0,0,0,0.859,-0.141,94.5,18.1,2.073,247.5,6.218,766.96,0
2026-02-23 00:00:00,2026-02-23,275,Cold Pressed Orange Juice 1L (Batch 28),Beverages,204.8,238,238,14.0,13.8,14.9,0,5,1,0.0539,111,37,0,0,0,0.926,-0.074,69.0,17.25,2.144,169.0,6.432,2826.24,0
2026-02-23 03:00:00,2026-02-23,276,Premium Arabica Coffee 250g (Batch 28),Packaged Foods,414.04,5,5,12.4,13.4,11.4,0,6,2,0.0344,96,28,0,1,1,1.175,0.175,80.4,0.37,0.052,-75.4,0.179,5548.14,0
2026-02-23 06:00:00,2026-02-23,277,Organic Rolled Oats 1kg (Batch 28),Packaged Foods,202.43,124,124,17.5,16.9,16.7,0,4,0,0.0739,107,41,0,0,0,1.012,0.012,67.6,7.34,1.159,56.4,3.024,3421.07,0
